id,query,task_type,intent_action,target_section,target_pages,difficulty,trap_type,answerable,generated_answer,required_nuggets,matched_required_nuggets,missing_required_nuggets,required_nugget_recall,optional_nuggets,matched_optional_nuggets,forbidden_claims,hit_forbidden_claims,forbidden_claim_pass,refusal_pass,expected_step_order,step_positions,procedure_order_pass,grounding_pass,expected_image_pages,retrieved_image_pages,forbidden_image_pages,forbidden_image_hit_pages,image_recall,image_precision,forbidden_image_pass,image_order_pass,step_image_binding_pass,step_image_binding_failures,image_pass,image_eval_required,final_pass,latency_ms,error
manual_e2e_012,拆卸凸轮轴时先取下进气还是排气凸轮轴？,procedure,拆卸,4.3 凸轮轴/拆卸凸轮轴,11;12,hard,procedure_order;opposite_order,True,"根据手册第11-12页“4.2 气缸头气门部装配部件清单”，原文步骤如下：
1. 拆卸凸轮轴
2. 27.4×2.65 丙烯酸酯胶 O 型圈
13×2.8 丙烯酸酯胶 O 型圈
注意 ：气缸头盖螺栓必须 对角均匀拧松 ，防止变形。
1. 拆卸气缸头盖及相关密封件
拆下气缸头盖。
依次拆下：
M30×1.5 铝螺塞
M14×1.5 螺塞
2. 对齐正时标记
逆时针转动曲轴，使磁电机转子上 “T” 标记 前的刻线 与 M14×1.5 螺塞孔缺口的中线对齐。
此时，进、排气凸轮轴正时链轮上的刻线应与 气缸头装配面平齐 。
3. 拆卸涨紧器
参见 “ 安装涨紧器 ” 反向操作（详见下文）。
4. 拆卸凸轮轴座盖与凸轮轴
对角均匀拧松凸轮轴座盖螺栓。
取下凸轮轴座盖及凸轮轴。
7. a. 座盖定位销必须放回气缸头对应孔位，不得错放。
b. 先取下进气凸轮轴，再取下排气凸轮轴 。
检查凸轮轴
分别检查进气与排气凸轮轴的：
轴颈
凸轮基圆表面
若存在 磨损、腐蚀或划伤 ，应更换相应凸轮轴。
1. 正时对齐
拉紧正时链条。
逆时针转动曲轴至压缩上止点，使磁电机转子上 “T” 标记前的刻线与左曲轴箱盖上 M14×1.5 螺塞孔标记槽中线对齐。
3. 标记说明
“IN” ：进气
“EX” ：排气
“L” ：左侧
“M” ：中间",先取下进气凸轮轴；再取下排气凸轮轴；座盖定位销必须放回气缸头对应孔位，不得错放,先取下进气凸轮轴；再取下排气凸轮轴；座盖定位销必须放回气缸头对应孔位，不得错放,,1.0,,,先取下排气凸轮轴；顺序无所谓,,True,True,先取下进气凸轮轴；再取下排气凸轮轴,277;285,True,True,11;12,11;12,,,1.0,1.0,True,True,True,,True,True,True,23648,
manual_e2e_013,安装凸轮轴时先装进气还是排气？,procedure,安装,4.3 凸轮轴/安装凸轮轴,12,hard,opposite_action;procedure_order,True,"根据手册第12页“4.3 凸轮轴”，原文步骤如下：
1. 安装凸轮轴
1. 正时对齐
拉紧正时链条。
逆时针转动曲轴至压缩上止点，使磁电机转子上 “T” 标记前的刻线与左曲轴箱盖上 M14×1.5 螺塞孔标记槽中线对齐。
2. 安装顺序
先安装排气凸轮轴，再安装进气凸轮轴 。
按对应位置安装凸轮轴座盖。
3. 标记说明
“IN” ：进气
“EX” ：排气
“L” ：左侧
“M” ：中间
4. 润滑与拧紧
在以下部位涂抹适量机油：
滑动挺柱
凸轮轴颈座
凸轮轴颈
凸轮基圆
凸轮轴座盖螺栓必须对角均匀拧紧 ，防止损坏缸头或座盖。",先安装排气凸轮轴；再安装进气凸轮轴；按对应位置安装凸轮轴座盖；凸轮轴座盖螺栓必须对角均匀拧紧,先安装排气凸轮轴；再安装进气凸轮轴；按对应位置安装凸轮轴座盖；凸轮轴座盖螺栓必须对角均匀拧紧,,1.0,,,先安装进气凸轮轴；先取下进气凸轮轴,,True,True,先安装排气凸轮轴；再安装进气凸轮轴；按对应位置安装凸轮轴座盖,91;99;107,True,True,12,12,11,,1.0,1.0,True,True,True,,True,True,True,8078,
manual_e2e_014,安装涨紧器时顶杆自锁和释放怎么操作？,procedure,安装,4.4 涨紧器/安装涨紧器,13,hard,procedure_order;numeric_exactness,True,"根据手册第13页“4.4 涨紧器”，原文步骤如下：
1. 预压涨紧器
松开并取下 M6×10 顶销螺栓（件号 25 ）。
用手压住涨紧器顶杆，用一字螺丝刀从背部螺纹孔插入， 顺时针 扭紧涨紧器螺杆，直至顶杆 自锁 。
2. 安装本体
套入涨紧器垫片。
将涨紧器及垫片装入气缸涨紧器安装位。
旋入并拧紧两个 M6×30 六角法兰面螺栓（件号 1 ） 。
3. 释放自锁并锁紧
用一字螺丝刀 逆时针 扭动涨紧器螺杆，使顶杆自动弹出并顶住涨紧条。
旋入 M6×10 顶销螺栓（带铜垫片，件号 25 ）， 拧紧至 12 N·m 。
4. 对齐
转动曲轴两圈，使磁电机转子 “T” 标记前的刻线与左曲轴箱盖上 M14×1.5 螺塞孔标记槽中线对齐，此时凸轮轴正时链轮上的刻线
与气缸头装配面平齐。",取下M6×10顶销螺栓；用手压住涨紧器顶杆，用一字螺丝刀顺时针扭紧涨紧器螺杆直至顶杆自锁；装入涨紧器垫片、涨紧器及垫片并拧紧两个M6×30螺栓；用一字螺丝刀逆时针扭动涨紧器螺杆，使顶杆自动弹出并顶住涨紧条；旋入带铜垫片的M6×10顶销螺栓并拧紧至12 N·m,取下M6×10顶销螺栓；用手压住涨紧器顶杆，用一字螺丝刀顺时针扭紧涨紧器螺杆直至顶杆自锁；装入涨紧器垫片、涨紧器及垫片并拧紧两个M6×30螺栓；用一字螺丝刀逆时针扭动涨紧器螺杆，使顶杆自动弹出并顶住涨紧条；旋入带铜垫片的M6×10顶销螺栓并拧紧至12 N·m,,1.0,,,逆时针扭紧使顶杆自锁；顶销螺栓扭矩20 N·m,,True,True,预压涨紧器；安装本体；释放自锁并锁紧；对齐,20;83;134;198,True,True,13,13,,,1.0,1.0,True,True,True,,True,True,True,15224,
manual_e2e_015,安装气缸头盖时哪些地方要涂耐热平面密封硅胶？,procedure,安装,4.5 气缸头盖/安装气缸头盖,13;14,hard,cross_page;adjacent_section_conflict,True,"根据手册第13-14页“4.5 气缸头盖”，原文相关内容如下：
1. 密封处理
在气缸头密封帽周围 均匀涂抹耐热平面密封硅胶 。
在气缸头装配平面和 新气缸头盖垫片两面 均涂抹耐热平面密封硅胶。
2. 安装与拧紧
安装气缸头盖。
对角均匀拧紧至规定扭矩 （参考气缸头部件清单）。
3. 4.6 气门间隙
测量气门间隙
拆下气缸头盖。
将塞尺插入 凸轮轴基圆与滑动挺柱之间 测量间隙。",在气缸头密封帽周围均匀涂抹耐热平面密封硅胶；在气缸头装配平面涂抹耐热平面密封硅胶；在新气缸头盖垫片两面均涂抹耐热平面密封硅胶；安装气缸头盖后对角均匀拧紧至规定扭矩,在气缸头密封帽周围均匀涂抹耐热平面密封硅胶；在气缸头装配平面涂抹耐热平面密封硅胶；在新气缸头盖垫片两面均涂抹耐热平面密封硅胶；安装气缸头盖后对角均匀拧紧至规定扭矩,,1.0,,,只在垫片一面涂胶；A孔周围3mm内不得有平面密封胶,,True,True,密封处理；安装与拧紧,26;81,True,True,13;14,13;14,,,1.0,1.0,True,True,True,,True,True,True,12373,
manual_e2e_016,进气门和排气门间隙标准分别是多少？,spec,测量,4.6 气门间隙,15,medium,numeric_exactness;swap_trap,True,"根据手册第15页“4.6 气门间隙”，原文相关内容如下：
1. 表格：第15页表格
气门类型 | 标准间隙范围
进气门 | 0.13～0.20 mm
排气门 | 0.20～0.30 mm
2. 表格：第15页表格
气门类型=进气门；标准间隙范围=0.13～0.20 mm
3. 表格：第15页表格
气门类型=排气门；标准间隙范围=0.20～0.30 mm
4. 注意 ：必须测量基圆位置，非凸轮升程段。
气门间隙标准值
调整气门间隙
2. 取下滑动挺柱与气门间隙调整垫片。
3. 根据实测间隙与标准值的偏差， 更换对应厚度的调整垫片 （垫片上数字即为厚度值，单位 mm ）。
注意 ：滑动挺柱、调整垫片与气门为 一对一匹配 ，严禁混用。
7. 注意 ：滑动挺柱、调整垫片与气门为 一对一匹配 ，严禁混用。",进气门0.13～0.20 mm；排气门0.20～0.30 mm；必须测量基圆位置，非凸轮升程段,进气门0.13～0.20 mm；排气门0.20～0.30 mm；必须测量基圆位置，非凸轮升程段,,1.0,,,进气门0.20～0.30 mm，排气门0.13～0.20 mm；单位为cm,,True,True,,,True,True,15,15,,,1.0,1.0,True,True,True,,True,True,True,7841,
manual_e2e_017,如何调整气门间隙？,procedure,调整,4.6 气门间隙/调整气门间隙,15,hard,procedure_order;safety_constraint,True,"根据手册第15页“4.6 气门间隙”，原文步骤如下：
1. 表格：第15页表格
气门类型 | 标准间隙范围
进气门 | 0.13～0.20 mm
排气门 | 0.20～0.30 mm
2. 表格：第15页表格
气门类型=进气门；标准间隙范围=0.13～0.20 mm
3. 表格：第15页表格
气门类型=排气门；标准间隙范围=0.20～0.30 mm
4. 注意 ：必须测量基圆位置，非凸轮升程段。
气门间隙标准值
调整气门间隙
2. 取下滑动挺柱与气门间隙调整垫片。
3. 根据实测间隙与标准值的偏差， 更换对应厚度的调整垫片 （垫片上数字即为厚度值，单位 mm ）。
注意 ：滑动挺柱、调整垫片与气门为 一对一匹配 ，严禁混用。
7. 注意 ：滑动挺柱、调整垫片与气门为 一对一匹配 ，严禁混用。",拆下凸轮轴；取下滑动挺柱与气门间隙调整垫片；根据实测间隙与标准值的偏差更换对应厚度的调整垫片；垫片上数字即为厚度值，单位mm；滑动挺柱、调整垫片与气门一对一匹配，严禁混用,取下滑动挺柱与气门间隙调整垫片；根据实测间隙与标准值的偏差更换对应厚度的调整垫片；垫片上数字即为厚度值，单位mm；滑动挺柱、调整垫片与气门一对一匹配，严禁混用,拆下凸轮轴,0.8,,,可以混用滑动挺柱和调整垫片；直接打磨垫片,,True,True,拆下凸轮轴；取下滑动挺柱与气门间隙调整垫片；更换对应厚度的调整垫片,,False,False,15,15,,,1.0,1.0,True,True,True,,True,True,False,20782,
manual_e2e_018,如何拆卸气门？,procedure,拆卸,4.8 气门/拆卸气门,16,hard,opposite_action;unsupported_safety_claim;adjacent_page,True,"根据手册第16页“4.8 气门”，原文步骤如下：
1. 拆卸气门
1. 取下 滑动挺柱 和 气门间隙调整垫片 。
2. 使用 气门拆装器 压缩气门弹簧
依次拆下：
气门锁夹
气门弹簧上圈
气门外弹簧
气门内弹簧
气门杆径油封
气门弹簧座
气门（进气门 ×2 ，排气门 ×2 ）
提示 ： 4 组气门组件必须分别标记 ，确保装回原位。",取下滑动挺柱和气门间隙调整垫片；使用气门拆装器压缩气门弹簧；依次拆下气门锁夹、气门弹簧上圈、气门外弹簧、气门内弹簧、气门杆径油封、气门弹簧座、气门；气门包括进气门×2、排气门×2；4组气门组件必须分别标记，确保装回原位,取下滑动挺柱和气门间隙调整垫片；使用气门拆装器压缩气门弹簧；依次拆下气门锁夹、气门弹簧上圈、气门外弹簧、气门内弹簧、气门杆径油封、气门弹簧座、气门；气门包括进气门×2、排气门×2；4组气门组件必须分别标记，确保装回原位,,1.0,,,冷却30分钟以上；高温可达100°C以上；气门处于关闭状态；安装气门锁夹,,True,True,取下滑动挺柱和气门间隙调整垫片；使用气门拆装器压缩气门弹簧；依次拆下,24;40;53,True,True,16,16,17,,1.0,1.0,True,True,True,,True,True,True,14345,
manual_e2e_019,如何安装气门？,procedure,安装,4.8 气门/安装气门,16;17,hard,opposite_action;cross_page,True,"根据手册第16-17页“4.8 气门”，原文步骤如下：
1. 安装气门
1. 依次安装：
气门
气门弹簧座
气门杆径油封
气门内弹簧
气门外弹簧
气门弹簧上圈
2. 使用气门拆装器压缩弹簧，装上 气门锁夹 。
3. 安装 气门间隙调整垫片 和 滑动挺柱 。
注意 ：气门弹簧 间距较密的一端（标记为 “b” 和 “b′” ）必须朝下安装 。
5. 注意 ：气门弹簧 间距较密的一端（标记为 “b” 和 “b′” ）必须朝下安装 。",依次安装气门、气门弹簧座、气门杆径油封、气门内弹簧、气门外弹簧、气门弹簧上圈；使用气门拆装器压缩弹簧，装上气门锁夹；安装气门间隙调整垫片和滑动挺柱；气门弹簧间距较密的一端必须朝下安装,依次安装气门、气门弹簧座、气门杆径油封、气门内弹簧、气门外弹簧、气门弹簧上圈；使用气门拆装器压缩弹簧，装上气门锁夹；安装气门间隙调整垫片和滑动挺柱；气门弹簧间距较密的一端必须朝下安装,,1.0,,,拆下气门锁夹；密端朝上,,True,True,依次安装气门；装上气门锁夹；安装气门间隙调整垫片和滑动挺柱,27;72;79,True,True,17,17,18,,1.0,1.0,True,True,True,,True,True,True,19300,
manual_e2e_020,气缸活塞装配部件清单里有哪些件？,inventory,清单,5.1 气缸活塞装配部件清单,17;18,hard,inventory_completeness;cross_page,True,"根据手册第17页“5.1 气缸活塞装配部件清单”，气缸活塞装配所用部件如下（按序号排列）：
1. 气缸体分部件；数量：1
2. 箱体缸体垫片；数量：1
3. 活塞销挡圈；数量：2；备注：挡圈必须完全装配到槽内
4. 活塞销；数量：1
5. 活塞；数量：1
6. φ8×14 空心定位销；数量：1
6. 定位销 12×20；数量：1；备注：此定位销不拆
7. 连杆；数量：1",气缸体分部件数量1；箱体缸体垫片数量1；活塞销挡圈数量2；活塞销数量1；活塞数量1；φ8×14空心定位销数量1；定位销12×20数量1且此定位销不拆；连杆数量1,气缸体分部件数量1；箱体缸体垫片数量1；活塞销挡圈数量2；活塞销数量1；活塞数量1；φ8×14空心定位销数量1；定位销12×20数量1且此定位销不拆；连杆数量1,,1.0,,,活塞环数量3；未提供清单；定位销12×20需要拆,,True,True,,,True,True,17;18,17,,,0.5,1.0,True,False,True,,False,True,False,7062,
manual_e2e_021,拆卸气缸与活塞的步骤是什么？,procedure,拆卸,5.2 拆卸气缸与活塞,18,hard,opposite_action;procedure_order,True,"根据手册第18页“5.2 拆卸气缸与活塞”，原文步骤如下：
1. 轻轻拉出气缸，并用手扶住活塞和连杆。
2. 将活塞销挡圈的开口转动至挡圈槽的缺口附近，用尖嘴钳将其拆下。
3. 将活塞销推出连杆小头孔，取下活塞。
注意 ：防止活塞销挡圈掉入箱体内部。
4. 取下箱体缸体垫片。
检查气缸与活塞",轻轻拉出气缸，并用手扶住活塞和连杆；将活塞销挡圈开口转动至挡圈槽缺口附近，用尖嘴钳拆下；将活塞销推出连杆小头孔，取下活塞；防止活塞销挡圈掉入箱体内部；取下箱体缸体垫片,轻轻拉出气缸，并用手扶住活塞和连杆；将活塞销挡圈开口转动至挡圈槽缺口附近，用尖嘴钳拆下；将活塞销推出连杆小头孔，取下活塞；防止活塞销挡圈掉入箱体内部；取下箱体缸体垫片,,1.0,,,安装活塞销挡圈；先取下箱体缸体垫片,,True,True,轻轻拉出气缸；活塞销挡圈的开口转动至挡圈槽的缺口附近；将活塞销推出连杆小头孔；取下箱体缸体垫片,24;42;70;101,True,True,18,18,19,,1.0,1.0,True,True,True,,True,True,True,11886,
manual_e2e_022,如何安装气缸与活塞？,procedure,安装,5.4 安装气缸与活塞,19;20;21,hard,cross_page;procedure_order;step_image_binding;opposite_action,True,"根据手册第19-21页“5.4 安装气缸与活塞”，原文步骤如下：
1. 5.4 安装气缸与活塞
（ 1 ）安装全新的箱体缸体垫片
确保箱体缸体装配平面光滑平整；
在箱体装配平面处涂抹 耐热平面密封硅胶 ；
安装新垫片后，在其上也需涂抹适量耐热平面密封硅胶。
（ 2 ）将活塞头部插入气缸裙部
“IN” 标记一侧朝向气缸后侧（进水管的反向） ；
活塞环应正确装入气缸，不得脱出环槽；
活塞销孔应全部露出气缸裙部。
2. 活塞环应正确装入气缸，不得脱出环槽；
3. 注意事项
气缸与活塞组别
活塞与气缸均分为 A 、 B 、 C 、 D 四组 ；
组装时必须使用相同组别的活塞与气缸 （例如： A 组活塞只能装入 A 组气缸）；
若需更换活塞，新活塞的组别必须与原气缸组别一致。
4. 活塞环开口位置与角度
各活塞环开口位置 不得重叠 ；
任意两环开口之间应 错开 120° 。
（ 3 ）安装活塞销
1. 将气缸活塞预装组件向箱体侧推入，使活塞销孔与连杆小端孔对准；
2. 将活塞销插入活塞销孔与连杆小端孔。
注意 ：在活塞销上涂抹适量机油。
（ 4 ）安装活塞销挡圈
1. 将活塞销挡圈装入对应挡圈槽内；
2. 将其开口处转动至与槽缺口 相错开 120° ～ 180° 的位置。
a. 检查挡圈是否变形、失去弹力，如有则必须更换；
b. 防止挡圈掉入箱体内部；
c. 挡圈必须完全装配到槽内；
d. 两侧挡圈安装完毕后，活塞销应有轴向间隙。",安装全新的箱体缸体垫片；箱体缸体装配平面应光滑平整并涂抹耐热平面密封硅胶；新垫片安装后也需涂抹适量耐热平面密封硅胶；将活塞头部插入气缸裙部，IN标记朝向气缸后侧；活塞环不得脱出环槽，活塞销孔应全部露出气缸裙部；活塞与气缸必须使用相同组别；各活塞环开口不得重叠，任意两环开口错开120°；先安装活塞销，再安装活塞销挡圈,安装全新的箱体缸体垫片；箱体缸体装配平面应光滑平整并涂抹耐热平面密封硅胶；新垫片安装后也需涂抹适量耐热平面密封硅胶；将活塞头部插入气缸裙部，IN标记朝向气缸后侧；活塞环不得脱出环槽，活塞销孔应全部露出气缸裙部；活塞与气缸必须使用相同组别；各活塞环开口不得重叠，任意两环开口错开120°；先安装活塞销，再安装活塞销挡圈,,1.0,,,先安装活塞销挡圈再安装活塞销；IN标记朝向进水管；冷却30分钟以上,,True,True,安装全新的箱体缸体垫片；将活塞头部插入气缸裙部；安装活塞销；安装活塞销挡圈,37;104;297;362,True,True,19;20;21,19;20,18;22,,0.666667,1.0,True,False,False,步骤图片未返回:安装活塞销->第21页；步骤图片未返回:安装活塞销挡圈->第21页,False,True,False,27474,
manual_e2e_023,安装活塞销挡圈时开口位置有什么要求？,procedure,安装,（4）安装活塞销挡圈,21,hard,numeric_exactness;safety_constraint,True,"根据手册第21页“5.4 安装气缸与活塞”，原文相关内容如下：
1. （ 4 ）安装活塞销挡圈
1. 将活塞销挡圈装入对应挡圈槽内；
2. 将其开口处转动至与槽缺口 相错开 120° ～ 180° 的位置。
a. 检查挡圈是否变形、失去弹力，如有则必须更换；
b. 防止挡圈掉入箱体内部；
c. 挡圈必须完全装配到槽内；
d. 两侧挡圈安装完毕后，活塞销应有轴向间隙。",将活塞销挡圈装入对应挡圈槽内；开口处转动至与槽缺口相错开120°～180°的位置；检查挡圈是否变形、失去弹力，如有则必须更换；防止挡圈掉入箱体内部；挡圈必须完全装配到槽内；两侧挡圈安装完毕后，活塞销应有轴向间隙,将活塞销挡圈装入对应挡圈槽内；开口处转动至与槽缺口相错开120°～180°的位置；检查挡圈是否变形、失去弹力，如有则必须更换；防止挡圈掉入箱体内部；挡圈必须完全装配到槽内；两侧挡圈安装完毕后，活塞销应有轴向间隙,,1.0,,,开口对准槽缺口；错开90°；无需检查轴向间隙,,True,True,将活塞销挡圈装入对应挡圈槽内；将其开口处转动至与槽缺口相错开120°～180°的位置,35;50,True,True,21,21,,,1.0,1.0,True,True,True,,True,True,True,7556,
manual_e2e_024,如何安装活塞环？,procedure,安装,5.6 安装活塞环,21;22,hard,cross_page;procedure_order;image_order,True,"根据手册第21页“5.6 安装活塞环”，原文步骤如下：
1. 清除活塞环槽和活塞环上的积碳，并在活塞环槽涂抹适量机油。
2. 安装油环组合：
先装铜质衬环，再装两道刮片环。
a. 铜质衬环接口处不能重叠。
b. 铜质衬环位于两道刮片环之间，两道刮片环开口应相互错开 120° ～ 180° 。
3. 安装第二道气环：
装入活塞二环环槽内。
注意 ： “2R” 标记面朝活塞顶部。
4. 安装第一道气环：",清除活塞环槽和活塞环上的积碳，并在活塞环槽涂抹适量机油；先装铜质衬环，再装两道刮片环；铜质衬环接口处不能重叠；两道刮片环开口应相互错开120°～180°；第二道气环装入活塞二环环槽内，2R标记面朝活塞顶部；第一道气环装入活塞一环环槽内，R标记面朝活塞顶部,清除活塞环槽和活塞环上的积碳，并在活塞环槽涂抹适量机油；先装铜质衬环，再装两道刮片环；铜质衬环接口处不能重叠；两道刮片环开口应相互错开120°～180°；第二道气环装入活塞二环环槽内，2R标记面朝活塞顶部；第一道气环装入活塞一环环槽内，R标记面朝活塞顶部,,1.0,,,2R标记朝下；R标记朝下；铜质衬环接口可以重叠,,True,True,清除活塞环槽和活塞环上的积碳；安装油环组合；安装第二道气环；安装第一道气环,22;49;116;145,True,True,21;22,21;22,20,,1.0,1.0,True,True,True,,True,True,True,14837,
manual_e2e_025,离合器、机油泵装配零件清单中摩擦片分组件和离合器从动片数量是多少？,inventory,清单,6.2 离合器、机油泵装配零件清单,23,hard,inventory_specific_items,True,"根据手册第23页“6.2 离合器、机油泵装配零件清单”，与问题匹配的清单条目如下：
20. 摩擦片分组件；数量：1；备注：一套有7片，其中一片内孔更大，装配在最外侧
21. 125×1.5 离合器从动片；数量：6",摩擦片分组件数量1，一套有7片，其中一片内孔更大，装配在最外侧；125×1.5离合器从动片数量6,摩擦片分组件数量1，一套有7片，其中一片内孔更大，装配在最外侧；125×1.5离合器从动片数量6,,1.0,,,摩擦片分组件数量7；离合器从动片数量7；未找到离合器、机油泵清单,,True,True,,,True,True,23,23,,,1.0,1.0,True,True,True,,True,True,True,9605,
manual_e2e_026,水泵装配零件清单里水泵组件锁紧扭力是多少？,inventory,清单,6.3 水泵装配零件清单,25,medium,inventory_exactness,True,"根据手册第25页“6.3 水泵装配零件清单”，与问题匹配的清单条目如下：
51. φ8×14 空心定位销；数量：2
52. 水泵；数量：1；备注：12# T杆或套筒 / 20±1.5 N·m；扭矩：20±1.5 N·m
53. 水封动环；数量：1",水泵数量1；12# T杆或套筒；20±1.5 N·m；水封动环数量1；水泵轴数量1,水泵数量1；12# T杆或套筒；20±1.5 N·m；水封动环数量1；水泵轴数量1,,1.0,,,12±1.5 N·m；水泵轴未列出；请提供型号,,True,True,,,True,True,25,25,,,1.0,1.0,True,True,True,,True,True,True,8381,
manual_e2e_027,安装右盖时曲轴油封和离合器拉杆要注意什么？,procedure,安装,6.4 右曲轴箱盖与离合器/安装右盖,26;27,hard,cross_page;procedure_order;safety_constraint,True,"根据手册第26-27页“6.4 右曲轴箱盖与离合器”，原文步骤如下：
1. 检查曲轴油封：
若损坏或内环硬化，则更换缺陷的油封（此处油封有两个，拆出的油封不能再次使用）。
2. 安装离合器拉杆：
先将扭簧斜边侧插入拉杆孔内，再将拉杆安装在右盖上。
注意 ：旋转离合器拉杆，使离合器拉杆上的顶杆槽与右盖上的顶杆孔对齐。
3. 装上 2 个定位销、全新的右曲轴箱盖垫片：
安装新垫片之前，在右曲轴箱装配平面上均匀涂抹耐热平面密封硅胶；
在垫片上也涂抹耐热平面密封硅胶；
安装新垫片之后，必须在新垫片上均匀涂抹适量耐热平面密封硅胶；
装上水泵轴止推垫圈 3 ，盖上右曲轴箱盖，直至无缝；
放入拉索支架、右曲轴箱盖螺栓，对角均匀预紧螺栓并校验螺栓扭力。
2. 将离合器固定好，松开离合器螺母 14 ，依次取出：
防松垫圈 15
止推垫圈 16
离合器从动盘分组件
止推垫圈 23
离合器主动盘
滚针轴承
离合器衬套
衬套止推垫
安装离合器
1. 检查离合器各部件磨损情况：
磨损严重者需更换缺陷部件；
检查离合器摩擦片，如发黑严重，则需更换一套新摩擦片；
检查 125×1.5 离合器从动片是否平整，若不平整则须更换。
2. 依次放入以下部件：
离合器衬套止推垫 27
离合器衬套 26
滚针轴承 25
离合器主动盘分组件 24
止推垫圈 23
离合器压盘 22
摩擦片组件（包括摩擦片和从动片）
7. 96.5×107×2.2×1 防松垫圈 18
离合器从动盘 17
止推垫圈 16
防松垫圈 15 （有字一面朝外）
离合器螺母 14
固定离合器，锁紧离合器螺母并用扭力扳手校验扭力。
用橡胶锤与一字螺丝刀敲击离合器螺母顶端，至顶端凹陷，嵌入主轴上的锁止槽。
注意 ：安装摩擦片时，摩擦片与从动片两两相隔，其中大孔摩擦片靠近从动盘侧。
8. 注意 ：安装摩擦片时，摩擦片与从动片两两相隔，其中大孔摩擦片靠近从动盘侧。",检查曲轴油封，若损坏或内环硬化则更换缺陷油封；拆出的油封不能再次使用；先将扭簧斜边侧插入拉杆孔内，再将拉杆安装在右盖上；旋转离合器拉杆，使顶杆槽与右盖上的顶杆孔对齐；A孔周围3mm内不得有平面密封胶；B段密封胶需要均匀抹薄、抹平；D段范围内直接涂抹平面密封硅胶,检查曲轴油封，若损坏或内环硬化则更换缺陷油封；拆出的油封不能再次使用；先将扭簧斜边侧插入拉杆孔内，再将拉杆安装在右盖上；旋转离合器拉杆，使顶杆槽与右盖上的顶杆孔对齐,A孔周围3mm内不得有平面密封胶；B段密封胶需要均匀抹薄、抹平；D段范围内直接涂抹平面密封硅胶,0.571429,,,拆出的油封可以再次使用；A孔周围必须涂满密封胶,,True,True,检查曲轴油封；安装离合器拉杆；装上2个定位销、全新的右曲轴箱盖垫片,29;70;131,True,False,26;27,26;27,,,1.0,1.0,True,True,True,,True,True,False,12359,
manual_e2e_028,拆卸离合器时依次取出哪些部件？,procedure,拆卸,拆卸离合器,27,hard,procedure_order;opposite_action,True,"根据手册第27页“6.4 右曲轴箱盖与离合器”，原文步骤如下：
1. 拆卸离合器
1. 取下顶杆轴套组件 9 ，对角松开锁紧螺栓 11 ，取出离合器举升板 12 、离合器弹簧 13 。
2. 将离合器固定好，松开离合器螺母 14 ，依次取出：
防松垫圈 15
止推垫圈 16
离合器从动盘分组件
止推垫圈 23
离合器主动盘
滚针轴承
离合器衬套
衬套止推垫
1. 检查离合器各部件磨损情况：
磨损严重者需更换缺陷部件；
检查离合器摩擦片，如发黑严重，则需更换一套新摩擦片；
检查 125×1.5 离合器从动片是否平整，若不平整则须更换。",取下顶杆轴套组件9；对角松开锁紧螺栓11；取出离合器举升板12、离合器弹簧13；固定离合器，松开离合器螺母14；依次取出防松垫圈15、止推垫圈16、离合器从动盘分组件、止推垫圈23、离合器主动盘、滚针轴承、离合器衬套、衬套止推垫,取下顶杆轴套组件9；对角松开锁紧螺栓11；取出离合器举升板12、离合器弹簧13；固定离合器，松开离合器螺母14；依次取出防松垫圈15、止推垫圈16、离合器从动盘分组件、止推垫圈23、离合器主动盘、滚针轴承、离合器衬套、衬套止推垫,,1.0,,,安装摩擦片；先取下滚针轴承再松螺母,,True,True,取下顶杆轴套组件9；对角松开锁紧螺栓11；松开离合器螺母14；依次取出防松垫圈15,32;41;76;85,True,True,27,27,26,,1.0,1.0,True,True,True,,True,True,True,10437,
