id,question,golden_chunk_ids,retrieved_chunk_ids,hit_top1,hit_top3,hit_top5,rank,skipped_for_recall,top_k,chapter,question_type,difficulty,answerable,golden_answer,top1_content,retrieved_scores
case_011,拆卸发动机时机油从哪些位置排放？,618bea68:05:txt:0000,618bea68:05:img:0000;618bea68:05:img:0001;618bea68:05:txt:0000;618bea68:05:img:0002;618bea68:05:img:0004;618bea68:05:tbl:0006;618bea68:05:txt:0001;618bea68:05:txt:0002;618bea68:05:txt:0003;618bea68:05:img:0003;618bea68:05:tbl:0004,False,True,True,3,False,5,发动机,procedure,easy,True,需要拆下发动机左曲轴箱上的放油螺栓和车架上的放油螺栓，将机油排出。,"3.2 拆卸发动机。相关上下文：摩托车发动机维修手册
序号 零件名称 数量 备注 / 工具与扭矩要求
1 非标螺栓 M10×1.5×80（达克罗） 8 14# 套筒 / 65 ± 5 N·m
2 非标螺栓 M10×1.5×112（达克罗） 1 14# 套筒 / 65 ± 5 N·m
3 后平叉轴 φ14×310（达克罗） 1 19# 套筒 / 110 ± 5 N·m
4 右上吊片 1 —
5 左上吊片 1 —
6 托架 1 —
注：所有达克罗处理螺栓具有防腐性能，请勿用普通螺栓替代。
3.2 拆卸发动机
1. 排放机油
拆下 发动机左曲轴箱上的放油螺栓，将发动机内部机油全部放出。
拆下 车架上的放油螺栓，将车架内部机油全部放 零件名称 数量 备注 / 工具与扭矩要求
1 非标螺栓 M10×1.5×80（达克罗） 8 14# 套筒 / 65 ± 5 N·m
2 非标螺栓 M10×1.5×112（达克罗） 1 14# 套筒 / 65 ± 5 N·m
3 后平叉轴 φ14×310（达克罗） 1 19# 套筒 / 110 ± 5 N·m
4 右上吊片 1 —
5 左上吊片 1 —
6 托架 1 —
注：所有达克罗处理螺栓具有",0.606500;0.606500;0.730302;0.615060;0.615060;0.556500;0.556500;0.556500;0.556500;0.565060;0.556500
case_012,拆卸发动机时如何排放冷却液？,618bea68:05:txt:0001,618bea68:05:txt:0001;618bea68:05:img:0004;618bea68:05:img:0002;618bea68:05:img:0003;618bea68:05:img:0000;618bea68:05:txt:0000;618bea68:05:txt:0002;618bea68:05:txt:0003;618bea68:05:img:0001;618bea68:05:tbl:0006;618bea68:05:tbl:0004,True,True,True,1,False,5,发动机,procedure,easy,True,拆下水泵盖上的放水螺栓让冷却液流出，水流变小时打开右水箱盖排出剩余冷却液。,"2. 排放冷却液
拆下 水泵盖上的放水螺栓 ，让冷却液自动流出。
当水流变小时， 打开右水箱盖 ，使发动机内剩余冷却液完全排出。",0.683042;0.639060;0.639060;0.639060;0.574583;0.633042;0.633042;0.589060;0.589060;0.524583;0.633042
case_013,安装发动机时放油螺栓和放水螺栓的扭矩是多少？,618bea68:06:txt:0001,618bea68:06:txt:0001;618bea68:06:img:0000;618bea68:05:img:0000;618bea68:05:img:0001;618bea68:06:tbl:0002;618bea68:06:tbl:0021;618bea68:06:txt:0000;618bea68:05:tbl:0006;618bea68:06:txt:0003;618bea68:06:tbl:0004;618bea68:06:tbl:0006,True,True,True,1,False,5,发动机,torque,easy,True,放油螺栓拧紧力矩为 25±4 N·m，放水螺栓拧紧力矩为 12±1.5 N·m。,"2. 安装各类放油 / 放水螺栓
安装 左曲轴箱放油螺栓 、 车架放油螺栓 、 水泵盖放水螺栓 。
拧紧力矩要求 ：
放油螺栓： 25 ± 4 N·m
放水螺栓： 12 ± 1.5 N·m",0.767363;0.645817;0.616539;0.616539;0.544546;0.595817;0.595817;0.566539;0.717363;0.717363;0.717363
case_014,发动机加注机油量是多少？,618bea68:06:txt:0002,618bea68:06:txt:0002;618bea68:18:tbl:0008;618bea68:32:txt:0003;618bea68:21:txt:0013;618bea68:21:txt:0021;618bea68:18:tbl:0000;618bea68:18:tbl:0007;618bea68:18:img:0000;618bea68:32:txt:0002;618bea68:06:txt:0001;618bea68:06:txt:0003,True,True,True,1,False,5,发动机,spec,easy,True,未更换机油精滤芯时加入 1600 mL，已更换机油精滤芯时加入 1700 mL。,"3. 加注机油
从 发动机右曲轴箱盖加油口 加入：
1600 mL 机油（若未更换机油精滤芯）
1700 mL 机油（若已更换机油精滤芯）
机油规格要求：
粘度： SAE 10W-40 或 SAE 10W-50
质量等级： API SM 级或以上",0.743725;0.597522;0.587566;0.545465;0.545465;0.547522;0.547522;0.547522;0.537566;0.693725;0.693725
case_015,发动机机油规格要求是什么？,618bea68:06:txt:0002,618bea68:06:txt:0002;618bea68:18:tbl:0008;618bea68:19:tbl:0007;618bea68:21:txt:0013;618bea68:21:txt:0021;618bea68:18:tbl:0000;618bea68:18:tbl:0007;618bea68:18:img:0000;618bea68:19:tbl:0005;618bea68:06:txt:0001;618bea68:06:txt:0003,True,True,True,1,False,5,发动机,spec,easy,True,机油粘度要求为 SAE 10W-40 或 SAE 10W-50，质量等级为 API SM 级或以上。,"3. 加注机油
从 发动机右曲轴箱盖加油口 加入：
1600 mL 机油（若未更换机油精滤芯）
1700 mL 机油（若已更换机油精滤芯）
机油规格要求：
粘度： SAE 10W-40 或 SAE 10W-50
质量等级： API SM 级或以上",0.694053;0.594176;0.455093;0.574401;0.574401;0.544176;0.544176;0.544176;0.405093;0.644053;0.644053
case_016,加注冷却液后发动机需要运行多久？,618bea68:06:txt:0003,618bea68:06:txt:0003;618bea68:19:tbl:0000;618bea68:06:txt:0002;618bea68:06:tbl:0018;618bea68:06:tbl:0015;618bea68:19:txt:0001;618bea68:19:tbl:0001;618bea68:06:tbl:0000;618bea68:06:txt:0001;618bea68:06:tbl:0004;618bea68:06:tbl:0006,True,True,True,1,False,5,发动机,procedure,easy,True,右水箱加满冷却液后，启动发动机运行 8 到 10 秒后关机，再补液至满。,"4. 加注冷却液
向 右水箱 加注冷却液，直至加满。
启动发动机运行 8 ～ 10 秒后关机 。
再次向 右水箱 补液至满。
向 副水箱 加注冷却液，使液面位于 F 线与 L 线之间 。",0.652831;0.332606;0.571277;0.402268;0.331658;0.282606;0.282606;0.352268;0.602831;0.602831;0.602831
case_017,拆卸凸轮轴时如何对齐正时标记？,618bea68:08:txt:0006,618bea68:08:img:0001;618bea68:08:img:0000;618bea68:08:txt:0006;618bea68:10:txt:0003;618bea68:09:img:0000;618bea68:08:txt:0000;618bea68:08:txt:0001;618bea68:08:txt:0002;618bea68:08:txt:0005;618bea68:08:txt:0003;618bea68:08:txt:0004,False,True,True,3,False,5,凸轮轴,procedure,medium,True,逆时针转动曲轴，使磁电机转子上 T 标记前的刻线与 M14×1.5 螺塞孔缺口中线对齐，凸轮轴正时链轮刻线应与气缸头装配面平齐。,"4.3 凸轮轴。相关上下文：摩托车发动机维修手册
提示：
拆卸气门时，4 组气门必须分别标记，确保能装回原位置，避免混装影响配气相位与密封性能。
气门弹簧为双弹簧结构（内+外），装配时注意方向与顺序。
拆装气门锁夹时建议使用专用工具，防止弹簧突然弹出造成损伤。
4.3 凸轮轴
拆卸凸轮轴
1. 拆卸气缸头盖及相关密封件
拆下气缸头盖。
依次拆下：
M30×1.5 铝螺塞
M14×1.5 螺塞
27.4×2.65 丙烯酸酯胶 O 型圈
13×2.8 丙烯酸酯胶 O 型圈
注意：气缸头盖螺栓必须对角均匀拧松，防止变形。
2. 对齐正时标记
逆时针转动曲轴，使磁电机转子上 “T” 标记前的刻线与 M14×1.5 螺塞孔缺口的中 轴
拆卸凸轮轴
1. 拆卸气缸头盖及相关密封件
拆下气缸头盖。
依次拆下：
M30×1.5 铝螺塞
M14×1.5 螺塞
27.4×2.65 丙烯酸酯胶 O 型圈
13×2.8 丙烯酸酯胶 O 型圈
注意：气缸头盖螺栓必须对角均匀拧松，防止变形。
2. 对齐正时标记
逆时针转动曲轴，使磁电机转子上 “T” 标记前的刻线与 M14×1.5 螺塞孔缺口的中线对齐。
此时，进、排气凸轮轴正时链轮上的刻",0.707010;0.707010;0.704689;0.702550;0.710334;0.657010;0.657010;0.657010;0.657010;0.657010;0.657010
case_018,凸轮轴座盖螺栓为什么要对角均匀拧松？,618bea68:08:txt:0004,618bea68:08:txt:0004;618bea68:08:img:0001;618bea68:06:tbl:0007;618bea68:08:txt:0012;618bea68:08:txt:0002;618bea68:08:txt:0003;618bea68:08:txt:0005;618bea68:08:img:0000;618bea68:08:txt:0000;618bea68:08:txt:0001;618bea68:08:txt:0006,True,True,True,1,False,5,凸轮轴,safety,easy,True,气缸头盖螺栓必须对角均匀拧松，以防止变形。,注意 ：气缸头盖螺栓必须 对角均匀拧松 ，防止变形。,0.712724;0.643866;0.602607;0.704891;0.661051;0.662724;0.662724;0.593866;0.593866;0.593866;0.593866
case_019,检查凸轮轴时哪些部位异常需要更换？,618bea68:09:txt:0000,618bea68:09:img:0000;618bea68:09:txt:0002;618bea68:09:txt:0000;618bea68:09:txt:0004;618bea68:08:img:0000;618bea68:09:txt:0008;618bea68:09:txt:0006;618bea68:09:txt:0007;618bea68:09:txt:0001;618bea68:09:txt:0003;618bea68:09:txt:0005,False,True,True,3,False,5,凸轮轴,inspection,medium,True,检查进气与排气凸轮轴的轴颈和凸轮基圆表面，若存在磨损、腐蚀或划伤，应更换相应凸轮轴。,"4.4 涨紧器。相关上下文：摩托车发动机维修手册
a. 座盖定位销必须放回气缸头对应孔位，不得错放。
b. 先取下进气凸轮轴，再取下排气凸轮轴。
检查凸轮轴
分别检查进气与排气凸轮轴的：
轴颈
凸轮基圆表面
若存在磨损、腐蚀或划伤，应更换相应凸轮轴。
安装凸轮轴
1. 正时对齐
拉紧正时链条。
逆时针转动曲轴至压缩上止点，使磁电机转子上 “T” 标记前的刻线与左曲轴箱盖上 M14×1.5 螺塞孔标记槽中线对齐。
2. 安装顺序
先安装排气凸轮轴，再安装进气凸轮轴。
按对应位置安装凸轮轴座盖。
3. 标记说明
“IN”：进气
“EX”：排气
“L”：左侧
“M”：中间
4. 润滑与拧紧
在以下部位涂抹适量机油：
滑动挺柱 查进气与排气凸轮轴的：
轴颈
凸轮基圆表面
若存在磨损、腐蚀或划伤，应更换相应凸轮轴。
安装凸轮轴
1. 正时对齐
拉紧正时链条。
逆时针转动曲轴至压缩上止点，使磁电机转子上 “T” 标记前的刻线与左曲轴箱盖上 M14×1.5 螺塞孔标记槽中线对齐。
2. 安装顺序
先安装排气凸轮轴，再安装进气凸轮轴。
按对应位置安装凸轮轴座盖。
3. 标记说明
“IN”：进气
“EX”：排气
“L”：左侧
“M",0.685028;0.713709;0.721813;0.727750;0.625238;0.635028;0.635028;0.635028;0.635028;0.635028;0.677750
case_020,安装凸轮轴时先装进气还是排气？,618bea68:09:txt:0002,618bea68:09:img:0000;618bea68:09:txt:0002;618bea68:09:txt:0004;618bea68:09:txt:0000;618bea68:08:img:0000;618bea68:09:txt:0008;618bea68:09:txt:0006;618bea68:09:txt:0007;618bea68:09:txt:0001;618bea68:09:txt:0003;618bea68:09:txt:0005,False,True,True,2,False,5,凸轮轴,procedure,easy,True,安装顺序为先安装排气凸轮轴，再安装进气凸轮轴。,"4.4 涨紧器。相关上下文：摩托车发动机维修手册
a. 座盖定位销必须放回气缸头对应孔位，不得错放。
b. 先取下进气凸轮轴，再取下排气凸轮轴。
检查凸轮轴
分别检查进气与排气凸轮轴的：
轴颈
凸轮基圆表面
若存在磨损、腐蚀或划伤，应更换相应凸轮轴。
安装凸轮轴
1. 正时对齐
拉紧正时链条。
逆时针转动曲轴至压缩上止点，使磁电机转子上 “T” 标记前的刻线与左曲轴箱盖上 M14×1.5 螺塞孔标记槽中线对齐。
2. 安装顺序
先安装排气凸轮轴，再安装进气凸轮轴。
按对应位置安装凸轮轴座盖。
3. 标记说明
“IN”：进气
“EX”：排气
“L”：左侧
“M”：中间
4. 润滑与拧紧
在以下部位涂抹适量机油：
滑动挺柱 查进气与排气凸轮轴的：
轴颈
凸轮基圆表面
若存在磨损、腐蚀或划伤，应更换相应凸轮轴。
安装凸轮轴
1. 正时对齐
拉紧正时链条。
逆时针转动曲轴至压缩上止点，使磁电机转子上 “T” 标记前的刻线与左曲轴箱盖上 M14×1.5 螺塞孔标记槽中线对齐。
2. 安装顺序
先安装排气凸轮轴，再安装进气凸轮轴。
按对应位置安装凸轮轴座盖。
3. 标记说明
“IN”：进气
“EX”：排气
“L”：左侧
“M",0.749768;0.767246;0.721634;0.719061;0.662583;0.699768;0.699768;0.699768;0.699768;0.699768;0.671634
case_021,涨紧器顶销螺栓应拧紧到多少扭矩？,618bea68:10:txt:0002;618bea68:07:tbl:0000;618bea68:07:tbl:0004,618bea68:10:img:0001;618bea68:10:img:0000;618bea68:10:txt:0002;618bea68:07:img:0000;618bea68:07:tbl:0000;618bea68:10:txt:0000;618bea68:10:txt:0001;618bea68:10:txt:0003;618bea68:10:txt:0004;618bea68:10:txt:0005;618bea68:07:tbl:0015,False,True,True,3,False,5,涨紧器,torque,easy,True,M6×10 顶销螺栓带铜垫片，拧紧至 12 N·m。,"4.5
安装气缸头盖。相关上下文：摩托车发动机维修手册
1. 预压涨紧器
松开并取下 M6×10 顶销螺栓（件号 25）。
用手压住涨紧器顶杆，用一字螺丝刀从背部螺纹孔插入，顺时针扭紧涨紧器螺杆，直至顶杆自锁。
2. 安装本体
套入涨紧器垫片。
将涨紧器及垫片装入气缸涨紧器安装位。
旋入并拧紧两个 M6×30 六角法兰面螺栓（件号 1）。
3. 释放自锁并锁紧
用一字螺丝刀逆时针扭动涨紧器螺杆，使顶杆自动弹出并顶住涨紧条。
旋入 M6×10 顶销螺栓（带铜垫片，件号 25），拧紧至 12 N·m。
4. 对齐
转动曲轴两圈，使磁电机转子“T”标记前的刻线与左曲轴箱盖上M14×1.5螺塞孔标记槽中线对齐，此时凸轮轴正时链轮上的刻 垫片。
将涨紧器及垫片装入气缸涨紧器安装位。
旋入并拧紧两个 M6×30 六角法兰面螺栓（件号 1）。
3. 释放自锁并锁紧
用一字螺丝刀逆时针扭动涨紧器螺杆，使顶杆自动弹出并顶住涨紧条。
旋入 M6×10 顶销螺栓（带铜垫片，件号 25），拧紧至 12 N·m。
4. 对齐
转动曲轴两圈，使磁电机转子“T”标记前的刻线与左曲轴箱盖上M14×1.5螺塞孔标记槽中线对齐，此时凸轮轴正时链轮上的刻线",0.672854;0.672854;0.731132;0.690849;0.682367;0.622854;0.622854;0.622854;0.622854;0.622854;0.640849
case_022,测量气门间隙时塞尺插在哪里？,618bea68:11:txt:0001,618bea68:23:tbl:0007;618bea68:14:tbl:0000;618bea68:19:tbl:0000;618bea68:15:tbl:0000;618bea68:11:txt:0001;618bea68:23:tbl:0000;618bea68:23:tbl:0006;618bea68:23:tbl:0008;618bea68:14:txt:0003;618bea68:14:tbl:0001;618bea68:19:txt:0001,False,False,True,5,False,5,气门间隙,procedure,easy,True,将塞尺插入凸轮轴基圆与滑动挺柱之间测量间隙。,"表格：第30页表格
序号=7；零件名称=26.2×38×1 止推垫圈；数量=2",0.442418;0.476488;0.457250;0.443860;0.781707;0.392418;0.392418;0.392418;0.426488;0.426488;0.407250
