id,query,task_type,intent_action,target_section,target_pages,difficulty,trap_type,answerable,generated_answer,required_nuggets,matched_required_nuggets,missing_required_nuggets,required_nugget_recall,optional_nuggets,matched_optional_nuggets,forbidden_claims,hit_forbidden_claims,forbidden_claim_pass,refusal_pass,expected_step_order,step_positions,procedure_order_pass,grounding_pass,expected_image_pages,retrieved_image_pages,forbidden_image_pages,forbidden_image_hit_pages,image_recall,image_precision,forbidden_image_pass,image_order_pass,step_image_binding_pass,step_image_binding_failures,image_pass,image_eval_required,final_pass,latency_ms,error
adv_img_011,气门间隙标准值中进气门和排气门分别是多少？,spec,测量,4.6 气门间隙,15,hard,table_vs_procedure;adjacent_continuous_image,True,"根据手册第15页“4.6 气门间隙”，原文相关内容如下：
1. 表格：第15页表格
气门类型 | 标准间隙范围
进气门 | 0.13～0.20 mm
排气门 | 0.20～0.30 mm
2. 表格：第15页表格
气门类型=进气门；标准间隙范围=0.13～0.20 mm
3. 表格：第15页表格
气门类型=排气门；标准间隙范围=0.20～0.30 mm
2. 取下滑动挺柱与气门间隙调整垫片。
3. 根据实测间隙与标准值的偏差， 更换对应厚度的调整垫片 （垫片上数字即为厚度值，单位 mm ）。
注意 ：滑动挺柱、调整垫片与气门为 一对一匹配 ，严禁混用。
6. 注意 ：滑动挺柱、调整垫片与气门为 一对一匹配 ，严禁混用。",进气门0.13～0.20 mm；排气门0.20～0.30 mm,进气门0.13～0.20 mm；排气门0.20～0.30 mm,,1.0,,,,,True,True,,,True,True,15,15,14;16,,1.0,1.0,True,True,True,,True,True,True,6363,
adv_img_012,拆卸气门时用气门拆装器压缩后依次拆下哪些件？,procedure,拆卸,4.8 气门,16,hard,opposite_action;adjacent_continuous_image,True,"根据手册第16页“4.8 气门”，原文步骤如下：
1. 取下 滑动挺柱 和 气门间隙调整垫片 。
2. 使用 气门拆装器 压缩气门弹簧
依次拆下：
气门锁夹
气门弹簧上圈
气门外弹簧
气门内弹簧
气门杆径油封
气门弹簧座
气门（进气门 ×2 ，排气门 ×2 ）
提示 ： 4 组气门组件必须分别标记 ，确保装回原位。
安装气门",气门锁夹；气门弹簧上圈；气门外弹簧；气门内弹簧；气门杆径油封；气门弹簧座,气门锁夹；气门弹簧上圈；气门外弹簧；气门内弹簧；气门杆径油封；气门弹簧座,,1.0,,,,,True,True,,,True,True,16,16,17,,1.0,1.0,True,True,True,,True,True,True,12659,
adv_img_013,安装气门时气门弹簧间距较密的一端朝哪边？,procedure,安装,4.8 气门,17,hard,opposite_action;adjacent_continuous_image;directionality,True,"根据手册第16-17页“4.8 气门”，原文步骤如下：
1. 安装气门
1. 依次安装：
气门
气门弹簧座
气门杆径油封
气门内弹簧
气门外弹簧
气门弹簧上圈
No. 16 / 41
2. 使用气门拆装器压缩弹簧，装上 气门锁夹 。
3. 安装 气门间隙调整垫片 和 滑动挺柱 。
注意 ：气门弹簧 间距较密的一端（标记为 “b” 和 “b′” ）必须朝下安装 。
5. 注意 ：气门弹簧 间距较密的一端（标记为 “b” 和 “b′” ）必须朝下安装 。",气门弹簧间距较密的一端必须朝下安装,气门弹簧间距较密的一端必须朝下安装,,1.0,,,,,True,True,,,True,True,17,17,16;18,,1.0,1.0,True,True,True,,True,True,True,8892,
adv_img_014,拆卸气缸与活塞时活塞销挡圈和活塞销怎么处理？,procedure,拆卸,5.2 拆卸气缸与活塞,18,hard,opposite_action;adjacent_continuous_image,True,"根据手册第18页“5.2 拆卸气缸与活塞”，原文步骤如下：
1. 轻轻拉出气缸，并用手扶住活塞和连杆。
2. 将活塞销挡圈的开口转动至挡圈槽的缺口附近，用尖嘴钳将其拆下。
3. 将活塞销推出连杆小头孔，取下活塞。
注意 ：防止活塞销挡圈掉入箱体内部。
4. 取下箱体缸体垫片。
检查气缸与活塞",将活塞销挡圈的开口转动至挡圈槽的缺口附近；将活塞销推出连杆小头孔,将活塞销挡圈的开口转动至挡圈槽的缺口附近；将活塞销推出连杆小头孔,,1.0,,,,,True,True,,,True,True,18,18,17;19,,1.0,1.0,True,True,True,,True,True,True,15064,
adv_img_015,安装气缸与活塞时IN标记应该朝哪里？,procedure,安装,5.4 安装气缸与活塞,19,hard,opposite_action;adjacent_continuous_image;directionality,True,"根据手册第19-21页“5.4 安装气缸与活塞”，原文相关内容如下：
1. 5.4 安装气缸与活塞
（ 1 ）安装全新的箱体缸体垫片
确保箱体缸体装配平面光滑平整；
在箱体装配平面处涂抹 耐热平面密封硅胶 ；
安装新垫片后，在其上也需涂抹适量耐热平面密封硅胶。
（ 2 ）将活塞头部插入气缸裙部
“IN” 标记一侧朝向气缸后侧（进水管的反向） ；
活塞环应正确装入气缸，不得脱出环槽；
活塞销孔应全部露出气缸裙部。
No. 19 / 41
2. 活塞环应正确装入气缸，不得脱出环槽；
3. 注意事项
气缸与活塞组别
活塞与气缸均分为 A 、 B 、 C 、 D 四组 ；
组装时必须使用相同组别的活塞与气缸 （例如： A 组活塞只能装入 A 组气缸）；
若需更换活塞，新活塞的组别必须与原气缸组别一致。
No. 20 / 41
1. 将气缸活塞预装组件向箱体侧推入，使活塞销孔与连杆小端孔对准；
2. 将活塞销插入活塞销孔与连杆小端孔。
注意 ：在活塞销上涂抹适量机油。
（ 4 ）安装活塞销挡圈
6. 注意 ：在活塞销上涂抹适量机油。
1. 将活塞销挡圈装入对应挡圈槽内；
2. 将其开口处转动至与槽缺口 相错开 120° ～ 180° 的位置。
a. 检查挡圈是否变形、失去弹力，如有则必须更换；
b. 防止挡圈掉入箱体内部；
c. 挡圈必须完全装配到槽内；
d. 两侧挡圈安装完毕后，活塞销应有轴向间隙。",IN标记一侧朝向气缸后侧,IN标记一侧朝向气缸后侧,,1.0,,,,,True,True,,,True,True,19,19,18;20,,1.0,1.0,True,True,True,,True,True,True,6104,
adv_img_016,气缸与活塞组别匹配有什么要求？,procedure,安装,5.4 安装气缸与活塞,20,hard,adjacent_continuous_image;substep_boundary,True,"结论：气缸与活塞组别匹配必须严格对应。活塞与气缸均分为A、B、C、D四组，组装时必须使用相同组别的活塞与气缸（例如A组活塞只能装入A组气缸）；若更换活塞，新活塞的组别必须与原气缸组别一致。

依据：该要求出自《摩托车发动机维修手册》第5.4节“安装气缸与活塞”，原文明确列为“注意事项”项，位于手册第20页（No. 20 / 41）。",活塞与气缸均分为A、B、C、D四组；必须使用相同组别的活塞与气缸,活塞与气缸均分为A、B、C、D四组；必须使用相同组别的活塞与气缸,,1.0,,,,,True,True,,,True,True,20,20,19;21,,1.0,1.0,True,True,True,,True,True,True,6228,
adv_img_017,拆卸活塞环时怎么打开端部缺口？,procedure,拆卸,5.5 拆卸活塞环,21,hard,opposite_action;adjacent_continuous_image,True,"根据手册第21页“5.5 拆卸活塞环”，原文步骤如下：
1. 拆下第一道气环、第二道气环、油环组合。
提示 ：拆卸活塞环时，用手打开端部缺口，并将环的另一侧提到活塞顶上。",用手打开端部缺口；将环的另一侧提到活塞顶上,用手打开端部缺口；将环的另一侧提到活塞顶上,,1.0,,,,,True,True,,,True,True,21,21,22,,1.0,1.0,True,True,True,,True,True,True,14735,
adv_img_018,右曲轴箱盖装配部件清单里M6×75螺栓数量和校正力是多少？,inventory,清单,6.1 右曲轴箱盖装配部件清单,22,hard,inventory_page_boundary;adjacent_continuous_image,True,"根据手册第22页“6.1 右曲轴箱盖装配部件清单”，与问题匹配的清单条目如下：
4. M6×75 六角法兰面螺栓（环保彩锌）；数量：1；备注：校正力 12±1.5 N·m；扭矩：12±1.5 N·m",M6×75六角法兰面螺栓数量1；校正力12±1.5 N·m,M6×75六角法兰面螺栓数量1；校正力12±1.5 N·m,,1.0,,,,,True,True,,,True,True,22,22,23,,1.0,1.0,True,True,True,,True,True,True,13963,
adv_img_019,离合器、机油泵装配零件清单中摩擦片分组件和离合器从动片数量是多少？,inventory,清单,6.2 离合器、机油泵装配零件清单,23,hard,inventory_page_boundary;adjacent_continuous_image,True,"根据手册第23页“6.2 离合器、机油泵装配零件清单”，与问题匹配的清单条目如下：
20. 摩擦片分组件；数量：1；备注：一套有7片，其中一片内孔更大，装配在最外侧
21. 125×1.5 离合器从动片；数量：6",摩擦片分组件数量1；离合器从动片数量6,摩擦片分组件数量1；离合器从动片数量6,,1.0,,,,,True,True,,,True,True,23,23,22;24,,1.0,1.0,True,True,True,,True,True,True,11597,
adv_img_020,离合器、机油泵装配零件清单里φ10×14空心定位销和O型圈数量是多少？,inventory,清单,6.2 离合器、机油泵装配零件清单,24,hard,inventory_page_boundary;adjacent_continuous_image,True,"根据手册第23页“6.2 离合器、机油泵装配零件清单”，与问题匹配的清单条目如下：
30. 9.8×2.5 丙烯酸酯胶 O型圈；数量：3
31. φ10×14 空心定位销；数量：3
34. φ8×14 空心定位销；数量：2",φ10×14空心定位销数量3；9.8×2.5丙烯酸酯胶O型圈数量3,φ10×14空心定位销数量3；9.8×2.5丙烯酸酯胶O型圈数量3,,1.0,,,,,True,True,,,True,True,24,23,23;25,23,0.0,0.0,False,False,True,,False,True,False,12549,
adv_img_021,水泵装配零件清单里水泵组件锁紧扭力是多少？,inventory,清单,6.3 水泵装配零件清单,25,hard,inventory_vs_procedure;adjacent_continuous_image,True,"根据手册第25页“6.3 水泵装配零件清单”，与问题匹配的清单条目如下：
51. φ8×14 空心定位销；数量：2
52. 水泵；数量：1；备注：12# T杆或套筒 / 20±1.5 N·m；扭矩：20±1.5 N·m
53. 水封动环；数量：1",水泵数量1；20±1.5 N·m,水泵数量1；20±1.5 N·m,,1.0,,,,,True,True,,,True,True,25,25,24;26,,1.0,1.0,True,True,True,,True,True,True,6237,
adv_img_022,安装右盖时A孔、B段、D段密封胶分别有什么要求？,procedure,安装,安装右盖,27,hard,substep_boundary;adjacent_continuous_image,True,"根据手册第19-21页“5.4 安装气缸与活塞”，原文相关内容如下：
1. 5.4 安装气缸与活塞
（ 1 ）安装全新的箱体缸体垫片
确保箱体缸体装配平面光滑平整；
在箱体装配平面处涂抹 耐热平面密封硅胶 ；
安装新垫片后，在其上也需涂抹适量耐热平面密封硅胶。
（ 2 ）将活塞头部插入气缸裙部
“IN” 标记一侧朝向气缸后侧（进水管的反向） ；
活塞环应正确装入气缸，不得脱出环槽；
活塞销孔应全部露出气缸裙部。
No. 19 / 41
2. 活塞环应正确装入气缸，不得脱出环槽；
3. 注意事项
气缸与活塞组别
活塞与气缸均分为 A 、 B 、 C 、 D 四组 ；
组装时必须使用相同组别的活塞与气缸 （例如： A 组活塞只能装入 A 组气缸）；
若需更换活塞，新活塞的组别必须与原气缸组别一致。
No. 20 / 41
1. 将气缸活塞预装组件向箱体侧推入，使活塞销孔与连杆小端孔对准；
2. 将活塞销插入活塞销孔与连杆小端孔。
注意 ：在活塞销上涂抹适量机油。
（ 4 ）安装活塞销挡圈
6. 注意 ：在活塞销上涂抹适量机油。
1. 将活塞销挡圈装入对应挡圈槽内；
2. 将其开口处转动至与槽缺口 相错开 120° ～ 180° 的位置。
a. 检查挡圈是否变形、失去弹力，如有则必须更换；
b. 防止挡圈掉入箱体内部；
c. 挡圈必须完全装配到槽内；
d. 两侧挡圈安装完毕后，活塞销应有轴向间隙。",A孔周围3mm内不得有平面密封胶；B段密封胶需要均匀抹薄、抹平；D段范围内直接涂抹平面密封硅胶,A孔周围3mm内不得有平面密封胶,B段密封胶需要均匀抹薄、抹平；D段范围内直接涂抹平面密封硅胶,0.333333,,,,,True,True,,,True,False,27,19,26;28,,0.0,0.0,True,False,True,,False,True,False,15460,
adv_img_023,安装机油泵时依次放入哪些定位销、O型圈和螺栓？,procedure,安装,6.5 机油泵,28,hard,section_boundary;adjacent_continuous_image;rendered_page,True,"根据手册第28页“6.5 机油泵”，原文步骤如下：
1. 安装机油泵
1. 依次放入：
两个 φ 8 定位销
机油泵座垫
机油泵
φ
3 个 10 定位销
3 个 O 型圈
3 颗螺栓（其中 M6×30 螺栓需安装铜垫）
2. 锁紧螺栓并用定扭扳手校验扭力。",两个φ8定位销；机油泵座垫；机油泵；3个φ10定位销；3个O型圈；3颗螺栓,两个φ8定位销；机油泵座垫；机油泵；3个φ10定位销；3个O型圈；3颗螺栓,,1.0,,,,,True,True,,,True,True,,,27;29,,1.0,1.0,True,True,True,,True,True,True,14682,
adv_img_024,安装水泵时水封动环和水泵组件扭力要求是什么？,procedure,安装,6.8 水泵,29,hard,section_boundary;adjacent_continuous_image;rendered_page,True,"根据手册第29页“6.8 水泵”，原文步骤如下：
1. 安装水泵
1. 先将水封动环装入水泵，在动环光面上涂抹适量硅油。
2. 将水泵组件旋入水泵轴，锁紧水泵并校验扭力（ 扭力： 20±1.5 N·m ）。
3. 放入两个定位销、 O 型圈，将水泵密封圈安装在水泵盖上，合上盖子。
4. 在 3 个 M6×30 螺栓 2 螺纹处涂抹适量平面密封硅胶。
5. 将 4 个螺栓、 2 个铜垫片装到相应位置，锁紧螺栓并校验螺栓扭力。
水封动环光面朝外；
密封胶垫不能突出；
3 个 M6×30 螺栓 2 螺纹处需涂抹适量平面密封硅胶。
说明 ：文中涉及的图示（如右盖密封胶涂抹区域、离合器组件装配顺序、水泵安装方向等）请根据实际图示文件插入对应位置。",水封动环光面朝外；涂抹适量硅油；扭力20±1.5 N·m,水封动环光面朝外；涂抹适量硅油；扭力20±1.5 N·m,,1.0,,,,,True,True,,,True,True,,25,28;30,,0.0,0.0,True,True,True,,False,True,False,13022,
adv_img_025,左曲轴箱盖、磁电机转子离合器装配部件清单里M12×1.25×50螺栓和拉玛规格是什么？,inventory,清单,7.1 左曲轴箱盖、磁电机转子离合器装配部件清单,30,hard,inventory_vs_procedure;adjacent_continuous_image,True,"根据手册第30页“7.1 左曲轴箱盖、磁电机转子离合器装配部件清单”，与问题匹配的清单条目如下：
4. M12×1.25×50 六角法兰面螺栓；数量：1；备注：17# T杆或套筒 / 103±15 N·m；扭矩：103±15 N·m
6. 磁电机转子离合器分部件；数量：1；备注：拉玛（螺栓）规格：M20×1.5",M12×1.25×50六角法兰面螺栓数量1；103±15 N·m；拉玛规格M20×1.5,M12×1.25×50六角法兰面螺栓数量1；103±15 N·m；拉玛规格M20×1.5,,1.0,,,,,True,True,,,True,True,30,30,29;31,,1.0,1.0,True,True,True,,True,True,True,10644,
adv_img_026,检查磁电机转子离合器单向器时顺时针A和逆时针B分别应怎样？,inspection,检查,7.3 磁电机转子离合器分部件,31,hard,inspection_vs_installation;adjacent_continuous_image,True,"根据手册第31页“7.3 磁电机转子离合器分部件”，原文相关内容如下：
1. 检查磁电机转子离合器单向器
1. 将起动大齿 “1” 安装到磁电机转子离合器 “2” 上，并固定住磁电机转子离合器。
2. 顺时针 A 转动起动大齿 ：
磁电机转子离合器与起动大齿应 无相对滑动 ；
否则需更换起动大齿和磁电机转子离合器分部件。
3. 逆时针 B 转动起动大齿 ：
应能 自由转动 ；
否则磁电机转子离合器有故障，必须更换。",顺时针A转动起动大齿应无相对滑动；逆时针B转动起动大齿应能自由转动,顺时针A转动起动大齿应无相对滑动；逆时针B转动起动大齿应能自由转动,,1.0,,,,,True,True,,,True,True,31,31,30;32,,1.0,1.0,True,True,True,,True,True,True,20351,
